"doc_id","text","dropped"
"5783 UgwqzwQSlUaLyMy_rK54AaABAg","0:12",NA
"5796 Ugzqjo_HCS4KVOL6-Jd4AaABAg","lol madness.",NA
"5807 UgzqTQMtTKN4n6pBaxl4AaABAg","Debat senggol dong",NA
"5814 UgyILNbFG3cWV-3UnyZ4AaABAg","what about the kitchen table?",NA
"5831 UgzFlJuBSH2eCV7H9WB4AaABAg","Trump2024✅",NA
"5858 UgxYzxhRCuq0JVf2nJR4AaABAg","Det är pinsamt att USA med över 300 miljoner invånare inte kan få fram bättre kandidater för väldens mest viktiga jobb",NA
"5870 Ugyxivuq8xkuz2YncIF4AaABAg","They are so ooold...",NA
"5877 UgyZZJGC3PZyLVrZEfh4AaABAg","joey is dust",NA
"5890 UgzygK9ZMWlQhUSo1154AaABAg","34:26",NA
"5891 UgzFEzDs5QIEz--cW114AaABAg","No studio audiencr.",NA
"5904 UgxKVZmZnwDZ0mxoczt4AaABAg","Biden🤡🤡🤡",NA
"5972 UgyzdBLetMBni0BHcqp4AaABAg","1:24:05 he’s lying he’s not a 6 handicap",NA
"5974 UgzkHLLsDFoQ9nf5tSV4AaABAg","...",NA
"5979 Ugy19RfBwEwqZGoolUt4AaABAg","Messi 🐐",NA
"6002 UgwzOb5O4r0gQPTXtw94AaABAg","Chicken & dumplings is Asian ravioli 🫏",NA
"6015 UgzX1AjC8EZraCxPMxx4AaABAg","川普",NA
"6023 UgzhPFmOI4eaiU9I_1Z4AaABAg","22:15",NA
"6045 UgxsgQjIRJ_JLEooHFl4AaABAg","nope",NA
"6064 UgwxR_QurvVtM-4Fr5p4AaABAg","😂😂😂😂😂😂😂",NA
"6078 UgyEnG9HVnyypJZL1tF4AaABAg","16:44 😮😮😮😮😮",NA
"6086 UgzcBErkQNB4B_7x0S94AaABAg","😂😮",NA
"6108 UgxO9MFb4nqQaJg4eRZ4AaABAg","21:31",NA
"6134 Ugz7-jUwA1a9fGBGj9t4AaABAg","Fredric malle",NA
"6151 UgyqCUSTLIY_HiN5Hd54AaABAg","12:02 😂😂😂😂😢😢😢😢😢",NA
"6161 UgznyqsXP0mFYCB_OvZ4AaABAg","Great.👌👍😁",NA
"6171 UgyJ5S_erwDhERgZgRx4AaABAg","29:38",NA
"6176 Ugxhx1J8Ec1OmUZ2NwZ4AaABAg","Imran Khan zendabad ❤",NA
"6217 Ugx7S39DaIR2LQF-UFd4AaABAg","Зашел в комментарии поугорать вместе с американцами😂😂😂
К клоуну зеленскому еще двое прибавились",NA
"6227 Ugw0XU57LkK218qwAFB4AaABAg","Highly recommend",NA
"6228 UgwL-UAgbC6X5YiuPN14AaABAg","Digu maning aju❤",NA
"6237 Ugy259yHTG4ggZyr6Np4AaABAg","Untut sakit dll wes 💧🏥🤯",NA
"6248 Ugye3HglGh4vXxhW1zZ4AaABAg","Yo apik hargadiri jerman raya❤",NA
"6257 Ugx4ijIh0v_ELcqz9K54AaABAg","Betul menang utek❤",NA
"6258 UgwFRWNVx5-Dl1i8QVl4AaABAg","Wong bontong wawasane sengonok digdaya apudono dll uter ngo❤",NA
"6259 UgzCa3Km0NZYUvn9LAt4AaABAg","Heng mari2 amuke wong banyuwangi kok tu laut wet2 bugatyi turbs lw ori panah❤",NA
"6265 UgwecU2PQaVencwrbgZ4AaABAg","Asu2an bain it sadar arep bangsa22nys❤",NA
"6270 UgyFuPlr4BrI2UmW8tx4AaABAg","JOE DIMENTIA IS THE CORSPE AND CHEIF",NA
"6273 UgwAqiqIFuL-Qh1_MnV4AaABAg","❤ok..??❤",NA
"6275 UgyTGfX0cGsXi8fzuQF4AaABAg","❤합리화 >>❤중국&한국&미국❤>>러시아전쟁..of ❤",NA
"6278 UgxZMMugfCNquqDFYE94AaABAg","This is so awesome",NA
"6281 Ugw2yBC1kbaIEadQvkF4AaABAg","It's so wonderful",NA
"6295 UgzgAPkLAjukoxQsM3h4AaABAg","Yes yea ye a",NA
"6307 UgzMTYlh5iZeGaNiUQR4AaABAg","Yo bush ngecaptok mbayang❤👍",NA
"6308 Ugy_62wbpcS9-y9BZ-14AaABAg","Mati larene ngecaptok mbayang❤",NA
"6309 Ugy5uo43HvcmjmRJCDx4AaABAg","Tengkyu👍✅️",NA
"6311 Ugy0cPtXxYHO6qXmuXF4AaABAg","😂😅",NA
"6312 Ugx86AIJL2e1I4UJFmt4AaABAg","🚙✅️",NA
"6314 UgzveQJh9874GkN-AQd4AaABAg","1:16:26",NA
"6317 Ugz64oDFHTh-l_N0uwp4AaABAg","Let's go Joe, you got this",NA
"6326 UgzNFSPJ8zeBPVqAdxV4AaABAg","В общем жаль американский народ, ни одного нормального кандидата, но для нас лучше Байден, ребята",NA
"6334 Ugx_ic63h8mG25T0juV4AaABAg","🤡 VS 🤡",NA
"6351 UgzvOUQB3X3B1uc3_CJ4AaABAg","Biden😮😮😮🥴",NA
"6367 UgxF-qwamPN9cQkezt54AaABAg","All gone! Where?",NA
"6374 UgyTfD9L81ljoL-QdCF4AaABAg","OMG him again.",NA
"6381 Ugx6S_HGkACUkxvhlnB4AaABAg","GO AWAY!",NA
"6387 UgyAxsPkx1zqhqjzstV4AaABAg","20.30",NA
"6388 Ugxm-fcYxybctps-ayd4AaABAg","$400 for insulin?",NA
"6398 Ugz4QdyOLF4o7d5V0hJ4AaABAg","Esta pensando si dejo prendido el gas del te, en la sala oval 😅",NA
"6404 UgxKT9B1w091L4vFdr54AaABAg","Old joey got that deer in the headlights look😆",NA
"6425 UgwWkhQYQus889F6SIN4AaABAg","😂",NA
"6431 Ugwdd5X9TsJHpT4M8Ml4AaABAg","Haha Omg.",NA
"6440 Ugzwwyb4f2nA1thZD-x4AaABAg","11:53",NA
"6455 UgziQaVLY9CDjyS1xcR4AaABAg","Yep, worst.",NA
"6458 Ugzf6dvHsj5u1nja6Q94AaABAg","This was so funny😂",NA
"6464 UgxwlZhPNGL-x2jHelF4AaABAg","Gooooo trump!!!!!❤❤❤",NA
"6471 UgwTkQsLYuxVjEW4r2J4AaABAg","❤",NA
"6479 UgypCYXgmfZHJfmvMQ54AaABAg","This is onna be a meme for aure",NA
"6511 UgyBq63gmCz1LJztEVF4AaABAg","how about a goose egg",NA
"6513 UgyOyj4-0UzVi6xAand4AaABAg","Fascinating.",NA
"6517 UgxwajK9nKpqtSUO9bp4AaABAg","Billyins and billyins of Jyna.",NA
"6532 Ugz8aBu3GmENDLmlM9J4AaABAg","Jan 6 = Nancy Pelosi !",NA
"6538 UgzTneOIP13W9iVC6gB4AaABAg","59:30 lol #JBTP",NA
"6597 Ugz9WyFEvSC3xoSLtNB4AaABAg","Billadyn=shet",NA
"6602 UgysREF7zBGNNUh8PFN4AaABAg","Один раз глянув на дебаты и на субтитры, я понял, что Байден несет полную чушь",NA
"6604 Ugz1X9ZBMfApFTOYjSN4AaABAg","\"\"and by the way...\"\"",NA
"6606 Ugwk9ddc1-Bx8nnFkzh4AaABAg","Impeach Biden!!!!please",NA
"6621 Ugzohj47emO4BtQ3hHx4AaABAg","28:48 Joe: 😆😉😎",NA
"6632 Ugw4wRTj1BRCwYTjYRp4AaABAg","The combined Age of these two men is frightening",NA
"6633 Ugws9JBPsLosjjl1g0R4AaABAg","😊l",NA
"6655 UgwyrIV73W4vuU8xbYd4AaABAg","Bismillah and Alhamdulillah 
As Salaam alaikum brothers and sisters ❤!",NA
"6668 Ugx9ZSmZ5BG-KXgm1YB4AaABAg","Lies",NA
"6685 UgzT0wKiTYI-FF-5ntd4AaABAg","BIDON..... PARAM PARAM PAM.................!!!",NA
"6695 UgyZRw7P33cjh3sh8o14AaABAg","два пенсионера борятся на кусочек хлеба, как бомжи на газоне",NA
"6697 UgwZmTYAvUxQUHXtzBZ4AaABAg","46:39 😂😂",NA
"6715 UgwA1iaQsEmlK0_OT9J4AaABAg","34:05",NA
"6720 UgxNoZIv52Lsf7VbYUl4AaABAg","🎉",NA
"6722 UgwYcsP90JCzRNdt_MJ4AaABAg","AB KI BAAR TRUMO SARKAAR.........VOTE FOR TRUMP.......FROM INDIA ...............",NA
"6744 UgwbXWaGb8XHWCmiYa14AaABAg","Wow ni har världens bästa barn",NA
"6762 Ugx4kwD6vIRX6BzqP954AaABAg","Was this edited?",NA
"6776 UgzYyLqE9HFW6UaFV0R4AaABAg","❤❤❤❤",NA
"6785 UgwNILQP-1zE1vel6L94AaABAg","❤❤❤❤❤❤❤",NA
"6801 Ugz_RmvXCX0odBv0rnN4AaABAg","This is getting  very tedious.",NA
"6811 UgwsR-IxZSc1WAmsZRp4AaABAg","11:54 \"\"I skibidi with uhhh\"\"",NA
"6847 UgzQiW4E2wnTxxMtxxZ4AaABAg","Omg so diagusting 😢",NA
"6849 UgyyrkmTsCYQf9bAzhl4AaABAg","Ud mienten . No los quero dandome desinformacion. Mex",NA
"6865 UgxUxczRTtGUaTsmuM94AaABAg","21:36 LOOOOOOOL",NA
"6868 Ugwjnb0hPwZIzFlpjXl4AaABAg","12:10 LOOOOOOL",NA
"6918 UgxDs6yb09BO5V5RKjR4AaABAg","the guy is old. jesas.",NA
"6943 UgxSyRvN3grBPVeU2LN4AaABAg","2:24",NA
"6945 UgzAD8LIpfEhDgNKRAl4AaABAg","All",NA
"6946 UgzpHoglwWI0HJtn-BF4AaABAg","Equityyyyy is all Joes doing...",NA
"6975 UgxYmQ9tpAFtgVWqPnV4AaABAg","Entertaining 🎊 🎉",NA
"6979 UgwnZsiGTKK82mh2rAx4AaABAg","Trump❤",NA
"6985 Ugxj8_hqitXMsMkDXWR4AaABAg","اسوء منظارة بتاريخ امريكا شكرا بايدين شكرا ترامب 😂😂😂❤",NA
"7023 UgwDgozs35ZPW2o5qr14AaABAg","GOATED",NA
"7030 UgzlIFyxf7g0qExcK5l4AaABAg","La peur dans ses yeux😂😂",NA
"7073 UgwyLi14ix6afQNUXxd4AaABAg","Lol😂",NA
"7101 UgzXnjz6QVGSHGy4WgV4AaABAg","😊😊😊no😊p0",NA
"7107 UgzGqqfb7jOghCNF_814AaABAg","the ideaaaaaa",NA
"7139 Ugwnn6qbWA6CjDrrhsB4AaABAg","Tapper is such a punk.",NA
"7181 Ugxh2P60rhoxMPtWlO54AaABAg","Not ONE cough 🙄",NA
"7203 UgxhZba2e3CerkIuySp4AaABAg","Hey",NA
"7208 UgzQlThOzfv_LgOrdi14AaABAg","Trump🎉",NA
"7214 UgyMlSAU5WS67NZ4k5x4AaABAg","A rap battle.",NA
"7235 UgxXoq38vCJEHoq8dyl4AaABAg","“Brothers, sisters and in laws……”",NA
"7241 UgzC7XT5PsJgEZ4opgB4AaABAg","fierce",NA
"7245 UgygnPX9mPl8FqPBtwR4AaABAg","A tale of two dinosaurs in a bout of bickering.",NA
"7253 Ugw180E94oi96orQqRZ4AaABAg","Outback daddy and salami",NA
"7259 Ugz_6kb3cmN8TYBHwKF4AaABAg","Businessman vs DC grifter.",NA
"7267 UgxqWFaXo7JvaUHyV0x4AaABAg","Skibidi toilet",NA
"7268 UgyahBR5uwls1gnhszx4AaABAg","Tidak adakah generasi muda yang mumpuni untuk jadi pemimpin di negara adidaya sangat menyedihkan😢",NA
"7308 UgzsMUtUoRBVvT97Y594AaABAg","Cnn is a farce .",NA
"7327 UgxkvybKmES83AErjd54AaABAg","It's fun, it's awesome",NA
"7364 UgxT2guuCGVdT4dA7bd4AaABAg","The idea😂",NA
"7389 UgzdaHc_J13W-zWMdPR4AaABAg","जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय भीम जय जय जय जय",NA
"7397 UgyjubqmgC9QJ76Zrid4AaABAg","Here in India 🇮🇳 : Rahul Gandhi vs Modi 😂",NA
"7416 UgxRcM8cugRGGMBWZih4AaABAg","21:34 😂",NA
"7420 UgySAz_Kh6lscDDqyrV4AaABAg","Warnok and Ossoff",NA
"7469 UgyoUYPE9ZNfIkNTUmp4AaABAg","Y",NA
"7471 UgyLdr5b2rxM31vAEqV4AaABAg","by the way..bye",NA
"7472 UgyUC-ntCTCmt7MPVOl4AaABAg","Fjb",NA
"7475 UgxFuhg1yXMIkikwmtF4AaABAg","jimmy carter 2024‼️🔥🔥",NA
"7479 UgzqEAD3MROuPac7vGt4AaABAg","03:28 Joe 🤫",NA
"7494 UgwEUVNWzIZ3C4MHS-B4AaABAg","the only sacred obligation???
FJB",NA
"7506 UgzDPJmmdQerWp3HFMN4AaABAg","Melania migrated",NA
"7569 UgxM6PRhkeEg4Jfoiod4AaABAg","1:16:24 farting 😂",NA
"7599 UgwmlBmBPtcCwbsUkyZ4AaABAg","😂",NA
"7629 Ugz2Eb6u5CCmzh6KTN94AaABAg","6:05 , preach.",NA
"7632 Ugz8qzJ6IktzB0ML5y14AaABAg","Labaduba way dhacayan",NA
"7639 UgzXf4WtaKSNXtB2-6B4AaABAg","Yikes.💀",NA
"7663 UgykASFwojYe7Uf_NKh4AaABAg","Gooo trumpppp",NA
"7668 UgyGPvxHNvkH-_VTkQ54AaABAg","SIMPLE..AMERICAN PATRIOT,,TRUMP..😷R..C😷MMUNI$T,,C😷MPR😷MI$ED,,CHINEE$E..SPY,,\"\"\"\"DIAPER+(J😷E.👌",NA
"7722 Ugy9PXanXZ16zK9jvoR4AaABAg","**N💩T. MY PRESIDENT\"\"\"\",,,$TUMBLING,,BUMBLING,,STUTTERING..DAH,DA,,DA,,DA,,DA,DATS. ALL FOLKS..🤣🤣🤣🤣😳👈",NA
"7738 UgxqIQTA4n4IuDIDc1N4AaABAg","My eyes don’t lie!!!!",NA
"7819 UgzmshDOY8qMAsao_sV4AaABAg","🎉😢😢🎉😢",NA
"7862 Ugyb2Gi7SS6NLP-INwF4AaABAg","No he can not run again at all again",NA
"7876 Ugzz4T6E842X8Tk-ErJ4AaABAg","Dropout you are not fit",NA
"7922 UgynkZu6ZQx8zUCnEwR4AaABAg","She said Joebama 😂😂😂😂😂",NA
"7924 UgxhqnTK-CtpHAuhpdh4AaABAg","Fjb",NA
"7941 UgwjC2ZVLM7V2qyZlx14AaABAg","Bye-bye Obiden",NA
"7946 Ugz5paGSmj57SKXFaWJ4AaABAg","Babysitter jill,still on the job",NA
"7951 UgzuYTmwAX1VShb-vuF4AaABAg","Isn't there a deadline?",NA
"8052 UgyKerMjUvKfVBhJMZR4AaABAg","APS",NA
"8097 UgwaaE4i3K1AcKutawB4AaABAg","Qué está esperando el Partido Demócrata para sustituír a un candidato que sufre claramente de demencia ?",NA
"8146 UgwBPg_evKDcAK59llh4AaABAg","Carl Tuckerson for VP",NA
"8173 Ugx2Ls-g4_TiCsn2ZbZ4AaABAg","Chuck Schumer is the Hamburgerler.",NA
"8196 Ugzby7apWGXFbTccbwZ4AaABAg","B R U H !!111111",NA
"8203 Ugy8gKn1NdkQTMhkUPR4AaABAg","Hes not getting nominated!",NA
"8225 UgyDaFmi5yNWocIXQY54AaABAg","Jajaja!!!",NA
"8248 UgzB5mcxQ1CD1xS0RVJ4AaABAg","The man is gone",NA
"8263 UgxGWsQ1HWI11pn4jWJ4AaABAg","1 flew over the cookoos nest ha ha",NA
"8299 UgzMfG_BltSEyPWdw3J4AaABAg","this is sad,",NA
"8303 UgzmAai4q8fq9igmHDJ4AaABAg","Ok kids.,.. Jo's gone by by",NA
"8307 Ugyr2aMVB3JHVzS4BGZ4AaABAg","We got here because boma slimed him in",NA
"8308 Ugw1Mwk1MGCpWnuq2HJ4AaABAg","Rfk 2024",NA
"8309 UgxOHRBluGRFL2f_eM54AaABAg","What, what.,...huh",NA
"8367 UgyBndDBHf1xr19AwwJ4AaABAg","Paid crowd actors",NA
"8386 UgwstD5JX-_fpN26RH54AaABAg","PEEEEE PEEEEE POOOOO POOOOO DOO DOO KAA KAAA",NA
"8423 UgxULba-NTkpx8rbBWB4AaABAg","Insanity is contagious 😅",NA
"8432 UgxmLMl9Gy1EHUSEdDN4AaABAg","Goodbye sir.",NA
"8445 UgzjOvQupWtceIz6-M14AaABAg","Who is Jobama???",NA
"8485 Ugw_qxh-qynFgUOLA694AaABAg","🔷🔷🔷🔷🟦🟦🟦🟦🟦🔵🔵🔵☑️",NA
"8516 UgxUI8tTef02DEWt1BR4AaABAg","Bidunnnnn is a FFFFOOOOLLLLLL",NA
"8517 UgwvsjhhNIttEzhaeNV4AaABAg","FOX SUX
CNN SUX",NA
"8567 Ugzu8NDtanTZhi5jsoF4AaABAg","This the hill we dying on 😂",NA
"8591 UgwIeBer4tdGOq37IcV4AaABAg","😂🤣😅😈☠️👍👊",NA
"8636 Ugzx0E2835jYXWw4egB4AaABAg","Yes and do we some waffles tonight,?",NA
"8637 Ugw3WNzjh9Dqp6jV28B4AaABAg","Who's my special boy???!!!!",NA
"8638 UgwXlLqSHiepsq0Lzk94AaABAg","Joe?",NA
"8640 UgyjuYN5sId9qFnwlzV4AaABAg","Joe",NA
"8648 Ugw-NnutArP4Kj_p1AB4AaABAg","Omg!!! This guy is so sad",NA
"8703 Ugy8EXdzlg-k_AUHrtJ4AaABAg","Joe you're Baked Potato",NA
"8705 UgwYbjGKwfTa1EQrlRt4AaABAg","No  JOY There😂😂😂😂😂Trump🏆",NA
"8839 UgxpFfcTSIPKvDC_II94AaABAg","40% is what billionaires pay",NA
"8931 UgzJVwPPE9tBp6VTOY94AaABAg","😂",NA
"8986 Ugw9q1t9IdhtYRUTarV4AaABAg","Embarassing.",NA
"9030 UgyN9MvO7IPre0AQpIN4AaABAg","Harf the barf.",NA
"9032 UgxKL0khR1yuLy8EnNJ4AaABAg","Can you say out to lunch with out saying out to lunch",NA
"9034 UgxKRUzDAiJX9Ets7JB4AaABAg","FJB",NA
"9039 UgxT2qayI_WwJ5_VQ9l4AaABAg","Ignorance is bliss.",NA
"9041 Ugz1EHgS8_qqA_lzvKl4AaABAg","Vegetable soup",NA
"9049 UgwSkuV7jCcJShhGqlx4AaABAg","Wow, abandonment ????? No loyalty.",NA
"9065 Ugw6ebHRCWxk1Eh-2PN4AaABAg","Ediot",NA
"9083 Ugw1sot69y5mSLWs-wR4AaABAg","प्रियंका गांधी जी जिंदाबाद 💯🌍🙏🙏🙏🙏🙏",NA
"9095 Ugx6w4CIzJnMNg91KQN4AaABAg","Lies.  For dummies",NA
"9114 Ugx7RaMtckiJx0XfheZ4AaABAg","He’s feeble. We saw it. From Australia.",NA
"9147 Ugzfv7tybQ0JwJKRjiZ4AaABAg","melting",NA
"9158 Ugyyla5hyS0wgOkysjl4AaABAg","🤣🤣🤣",NA
"9231 UgwOl6eO3d-n96CexJx4AaABAg","😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣",NA
"9268 UgzDuazfB5jRPKx3I0t4AaABAg","Impeach him.",NA
"9275 Ugw9ye-wnm1gpykQGRV4AaABAg","Biden..brain is gone",NA
"9323 UgzaxiH_8F4ife9z4a94AaABAg","This is disturbing",NA
"9342 UgzEYX-6EDu9QB1ydxB4AaABAg","LMFAO, seriously😂😂😂😂",NA
"9382 UgwQfIxERCIyTTVCAeJ4AaABAg","Joe Bama ?",NA
"9389 Ugzm42URQaoyemQCukx4AaABAg","FJB!!!",NA
"9483 Ugzj14fDRaP0lAOoNx94AaABAg","🤦‍♀️",NA
"9527 Ugz_OAuhNT7EtQTXs8R4AaABAg","How's that impeachment process going?",NA
"9531 Ugwc8l2OMe6dcHVZo2J4AaABAg","Hahaha.",NA
"9568 UgwnjwFtGFkn5sqYwal4AaABAg","Both guys' availability is expired !",NA
"9569 Ugxk9XOkeu4mfeMJCHl4AaABAg","2ND. ADD. & 2ND. ADD. & 2ND. ADD.",NA
"9578 Ugy71yLcpBEBfxGU5e14AaABAg","Get this guy the F outta here. How is he our president???😂😂🤦🏻‍♂️",NA
"9592 Ugxu1gfBkvhmV1F2iLZ4AaABAg","🫣🫣🫣 oh no!",NA
"9612 UgycUwkiCTD1XzrWOD54AaABAg","His Arrogance will be not only be his downfall but the deepstates downfall…",NA
"9621 Ugxi6tXLIQ_PESFG_jJ4AaABAg","😢",NA
"9696 Ugwn-cj8NWf3was-6ld4AaABAg","LoL What",NA
"9699 UgwjTTtSymmcJJ14GY54AaABAg","No let him run",NA
"9740 UgwwPykbRMTg5sv99VV4AaABAg","Blondie.  Says it all.",NA
"9751 Ugzn9cCnkSmHfrWV0sF4AaABAg","LMFAO IT IS SO OVER.",NA
"9762 Ugw4EXejI9vyaNvaLr14AaABAg","The age",NA
"9798 UgzdZ3wmwMGx2nacLdd4AaABAg","She said Joe-Bama 6:22",NA
"9807 UgzT2qR2GqpWfR2c3eV4AaABAg","Commander And Chief ?  LMFAO",NA
"9826 Ugwwr-xneaKb2iRBcvt4AaABAg","What bs is jen and karine going to say now 😂👈",NA
"9829 Ugw-Ghxo8g62wJYDvVZ4AaABAg","Article 25 now.",NA
"9864 UgyysTBmox2uAZB1ye14AaABAg","PSAKI GET OUT",NA
"9871 UgyGj4cvEciUsEbHTM14AaABAg","JEN PSAKI JEN!!!",NA
"9874 UgxPVggRfI4xoJIS_ep4AaABAg","GET OUT JOE!!",NA
"9877 UgxDVzgeoeO_dmbGgNJ4AaABAg","GET OUT JOE",NA
"9879 UgzZLd4ejnuU_hrOiEV4AaABAg","GET OUIT JOE",NA
"9899 UgwUSaxzvh5X55Cwog14AaABAg","@6:30 did she say Joe Bama? 😂",NA
"9913 UgyR1Y48MLYg4UzciPd4AaABAg","25th ammendment.....perhaps",NA
"9942 Ugyq0jfgK-jUJsQRjQB4AaABAg","▀▄▀▄▀▄   🎀  𝒯𝑅𝒰𝑀𝒫  🎀   ▄▀▄▀▄▀",NA
"10018 Ugx6FGb_8yiQWQC0Jnp4AaABAg","How did we get here!😂😂😂😂😂😂😂😂😂😂",NA
"10031 UgynU3D3f0ZraH64oTN4AaABAg","Alzhiemer patient",NA
"10040 UgzO1oNH1gokSPtSUV94AaABAg","😂😂😂😂😂",NA
"10079 Ugyjhi4dHz2t-XcyXU54AaABAg","🙏💙💙😇🌏🇱🇷👍",NA
"10080 Ugx7ssubBnId6gFD4zR4AaABAg","Bafone",NA
"10081 Ugw_x0bRPB3kp_uggbN4AaABAg","❤TRUMP❤",NA
"10127 UgzjwCWnGkAGPgmig0B4AaABAg","He is lying 🤥",NA
"10171 Ugxwr7Fi4dyHV7znCU14AaABAg","How did they get here?! They put themselves here. On purpose! 😂",NA
"10197 UgxljmUKjGVZcVdCisF4AaABAg","What the F",NA
"10218 Ugx6GdrxDdw8x49T3Ep4AaABAg","Ahahah what a moron 😂",NA
"10327 UgwbK0m-ETblAGd9BYF4AaABAg","Get him out",NA
"10372 UgyF9aj6rVrY4DATU454AaABAg","😂",NA
"10398 UgwcNpZT-SWTPsZpaGd4AaABAg","😅",NA
"10460 Ugy5oVNe2OYXQnXotX94AaABAg","Where is all the rage against CNN for racism, ageism, and Islamophobia?",NA
"10516 UgyERxcCJAkqgyDgZ_R4AaABAg","A malfunctioning robot😮",NA
"10535 UgycUllBZ5mUFVMRiNl4AaABAg","Ok they asked for it",NA
"10541 Ugw0uxtxY-X725ADqaN4AaABAg","How delusion can that blonde girl be?",NA
"10553 UgxUqvzZcl8oXYki8kp4AaABAg","That guy from Wisconsin is such a tool.  😂🤣",NA
"10592 UgxuZ1CF-uSpMJuSrlR4AaABAg","Its over",NA
"10610 UgwcL_O6BCtvcqj6jJF4AaABAg","#REPARATIONSNOW  🕊️🕊️💵💵💵🇺🇸🇺🇸🇺🇸🇺🇸🦾🦾🦾🦾🦾🦾💵💵💵💵💵💵💵💵💵💵
#MONOPOLYUSAGOVERNMENT💀💀💀🤠🤠🤠🤡🤡☠️☠️👻👻🤡🤡🇺🇸🇺🇸🤠🤠🤠🤠 #BIDENHARRISOBAMAS💀💀☠️☠️👻👻👻👻",NA
"10671 Ugzoe5B9nu_bQ4bQCyR4AaABAg","what a lier...",NA
"10680 Ugx16PaExmJMgYgZP2h4AaABAg","Lier's!",NA
"10728 Ugwirx7aQY-twhao6rl4AaABAg","…let old joe be old joe…",NA
"10734 UgyYJHR0nrY2rHQEEpB4AaABAg","😂🤡🤡🤡🤡🤡",NA
"10735 Ugx3NKNittC_OEhDng54AaABAg","Dispose of this garbage",NA
"10736 UgyFJfdABiJSpClathh4AaABAg","🤣",NA
"10750 Ugx-mI5iFQaaSX2aGid4AaABAg","There's a lot of cope going on here.",NA
"10757 Ugzk6D3Qu6uzXb2wBA94AaABAg","NBC news❤❤❤.",NA
"10759 UgzmfJZFhDEe_qqHxXN4AaABAg","Lolol",NA
"10768 UgxUsGCLx-oNJTHWA8N4AaABAg","Spreading lies again?",NA
"10840 Ugwn_Z_zPenkGRhSrjZ4AaABAg","😂😂😂😂😂😂😂😂😂😂😂",NA
"10842 UgxRkeDErZBRbQuYoAp4AaABAg","Trump2024🇺🇸",NA
"10850 UgxNFZlvA-mG6Q62HBR4AaABAg","HAPPY HAPPY  INDEPENDENCE DAY, TO YOU, SIR.!!!",NA
"10863 UgyC2JL2kpmD4qFZj6h4AaABAg","Wow, this is how to gaslight.",NA
"10875 Ugz8zFeswu3AFQZlyq54AaABAg","Coked out Joe!",NA
"10890 UgwcyacrVq0OR9Hoctd4AaABAg","It is the end for Joe",NA
"10900 Ugw--uq6ywWZR_O4Jy94AaABAg","It is not about you.",NA
"10923 UgwJ9EG0cZLPzx-4F6l4AaABAg","❤😂🎉🎉😢😮🎉😅",NA
"10926 UgzYQ744-p-34bKt7_l4AaABAg","\"\"Après moi, le déluge\"\"",NA
"10953 Ugzs-UjGkI8OA7UMqTV4AaABAg","80 or 75",NA
"10988 UgwX4r2LD21n-aguje94AaABAg","#letitgojoe",NA
"11015 UgwKn4bq_DOP_gi2Z4d4AaABAg","Let's Go Jetlag Joe!",NA
"11021 Ugw6Kuvpgb2eIAQ4LiV4AaABAg","Be Depressed Now !",NA
"11038 UgydTV_vElUU5e3XKl94AaABAg","Go get ‘em Joe!!
🇺🇸🇺🇸🇺🇸💪🏼",NA
"11048 UgwmONtIOxcGV0rbSdN4AaABAg","He aint delivered on nun they fos 🤦",NA
"11059 Ugyup-96JhiEbgPJmlZ4AaABAg","He got knocked out the park",NA
"11069 UgztBQ8ErSWa4eahIrp4AaABAg","He had a runny nose?",NA
"11077 UgxbPDqYYk0zqc_pMr54AaABAg","BS",NA
"11089 Ugz4_LNVZ5ysxDAUk354AaABAg","Dogged and relentless.",NA
"11091 UgwXkdTcc_JcL5-ca794AaABAg","old guy vs old guy 2.0 lets go",NA
"11130 Ugx6q5YayTmTY4Dirj54AaABAg","PRAY PRAY FOR THE USA",NA
"11132 UgyY-i7Q2CfIigedrf14AaABAg","🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",NA
"11144 UgyQc7u7iUxjqDLZdXJ4AaABAg","welcome to m$m cope 😂",NA
"11158 UgwEvHyDrVQlPn2smeV4AaABAg","What did he deliver? Cut my income by 40%?",NA
"11173 UgxOZKLg8dRpHdH6UFZ4AaABAg","🥳🥳🥳",NA
"11186 UgxfS8j4NCs4wglAOWd4AaABAg","The feds are thick on this thread, bros.",NA
"11196 UgwGWhgxIXG7yAt527F4AaABAg","Wow stupidity goes evenly",NA
"11244 UgwRDR7o5sjK4as72Kx4AaABAg","Bread and Circus\"\"",NA
"11253 UgzjaB7KeD2ZYAiAxMB4AaABAg","👎🏽👎🏽👎🏽",NA
"11260 Ugzo9ZQSg2_tdaRKbLh4AaABAg","RFK ALL THE WAY",NA
"11263 Ugyp_tXgjXuBx5Evtcx4AaABAg","Bologna",NA
"11402 Ugw-RkeOY4pVotJL5Np4AaABAg","LOHAHAHAHA",NA
"11441 UgyzHmPmf6BcozCphwR4AaABAg","😂😂😂😂😂",NA
"11447 UgwYEnsXQH3HRuCD0jJ4AaABAg","Thật khó để rút lại lời nói! Nếu nó đúng.",NA
