"doc_id","text","dropped"
"3788 UgwFm1oyb9AWL1fqngl4AaABAg","1:26:35 he does not blink. What is he on 😂?",NA
"3806 UgyclnL6jpaqhVUO5Cx4AaABAg","COMEDY GOLD 😆😆😆",NA
"3818 UgzoEmiFSG5DDQxUX254AaABAg","what the sigma 💀",NA
"3819 UgwKKnFN5vE8o_F5NMV4AaABAg","😂💀",NA
"3823 UgwpBQ0M7kfhdTkt_lV4AaABAg","You did it Joe.",NA
"3852 Ugyr-PzJpGCA84xowwF4AaABAg","Is this SNL?",NA
"3882 UgzQhu4fIaT6jbYBa7p4AaABAg","16:30 what?",NA
"3898 Ugy6jNOJ5RVMUHLGmQN4AaABAg","Awas pd2 in jerman digu.",NA
"3900 Ugw3KuNyqRiqqprqO_Z4AaABAg","Antemi sedunia tetoris yo mboh hirokan heng kiro2 digu nganu uwong☻️🌍",NA
"3909 UgwC-xs9W0Rz2Kxa89B4AaABAg","MAGA🎉❤❤❤❤",NA
"3924 UgyNmUQesrCyXwKZLA14AaABAg","Yup hypocrites",NA
"3931 UgylldnMrCtV9BsLmNt4AaABAg","📡📺📽️💊🦠",NA
"3933 UgyGJG-gWJSurFqpZTh4AaABAg","😢😢😢😢",NA
"3935 Ugx11hD-tLiSL74kmPB4AaABAg","😢",NA
"3946 UgxNLo-1b6VVA8UMvwl4AaABAg","pra quem entende o que esta sendo dito pode perceber que como sempre ambos falam a pura verdade",NA
"3949 Ugy7om-QsfS09AI2-Md4AaABAg","Why are their ties so horribly done?",NA
"3969 UgyrLmgV-hh8tFRyF3V4AaABAg","23:45",NA
"3981 Ugyg2NVr1DoyK7yTp5B4AaABAg","Bb",NA
"4011 UgzlX6j5iT9g20i6yS14AaABAg","Trump❤❤❤",NA
"4020 UgxWQMvXA1--LRVyHL94AaABAg","11:45",NA
"4022 Ugzm1F7h2CfrlScYYiN4AaABAg","Wes ina ☻️✅️",NA
"4025 Ugz1RA1-3y-S1JYXxeB4AaABAg","あしたのジョー",NA
"4027 Ugyqj-T6Xf-o-5VNRUp4AaABAg","Это действительно забавно, похоже на шоу. Ну мы в России болеем за Байдена😅 об этом официально заявил Путин когда его спросили",NA
"4040 UgyfNpu_LrzsM96r_pB4AaABAg","… да…",NA
"4052 Ugz_w_kQgJs-_xbi8Ex4AaABAg","Betul kok patung damai😇🖐",NA
"4053 Ugx0_-9m9LhSvd7uubt4AaABAg","Koh siap hh✅️☻️🌍🏥",NA
"4054 Ugy7MBYl8abJ1hQnXzN4AaABAg","Us ÷÷÷÷



=",NA
"4055 UgwMGivd30VSo8W5Chd4AaABAg","Biasa onok lahh vitra❤",NA
"4056 UgwQgyBPV5XHrHkwE1R4AaABAg","Bahaya yo den tamake yo mboh koh siap😂",NA
"4063 UgzeyIuW7UJ5sXlhJcN4AaABAg","All you do is lie Joe.",NA
"4071 UgyZGNPEAl2iYadzMmh4AaABAg","Wow 😮",NA
"4073 UgxjFVWI_5qSSsMQC4h4AaABAg","😂",NA
"4084 Ugzj2AYarnjhr5V87xl4AaABAg","🤦🏾‍♀️😩🫣",NA
"4091 Ugw7Xd-LsRVaUkBY_E54AaABAg","Tremp ❤",NA
"4100 UgyVGDeZlJDj7g7S_xV4AaABAg","Ask him what a computer chip does",NA
"4101 Ugz1RdzL0Z74nzt6LQt4AaABAg","He’s way to old",NA
"4107 UgwboXm8eKCffJ6OJOd4AaABAg","Joes worst appearance yet.",NA
"4131 UgwqCb3ULe9WN4FVIxZ4AaABAg","Apik turb bugattlwori in jermany.comiport❤",NA
"4132 UgwBTv3KanAN7y8xx5R4AaABAg","Lemah2e kan gebuki bareng teror kok✅️🌍",NA
"4133 UgyGtk0IOkQq20gxXIl4AaABAg","Peta barang mane isin dll pinter japan iki yo tetep lare tni letek😂❤",NA
"4134 UgwIlWc5Fxv-vD6QS_J4AaABAg","😂❤👍",NA
"4135 Ugwzarb50jMVCGtEFGF4AaABAg","Oknum parane itu corps",NA
"4139 UgzJeK0n9_k9bbtHNgR4AaABAg","Lindungi lare q us dll kok otak digu2 dw wes apik 🌍🏥✅️👍",NA
"4141 UgxcTxagY4kN1axEhjd4AaABAg","Yo dll kok pasang2 fins✅️🏥👍",NA
"4142 UgzBwQcz0NF75rRekf94AaABAg","Perangg ee tni woihh asu auu alust😂",NA
"4143 UgyBTPXK5UM4-gT0P6J4AaABAg","Iok di jerman siro us bedebah buku pd2❤",NA
"4152 UgyHmDhEe05Wwa1_lf14AaABAg","😂❤",NA
"4215 UgyY4E1FjFien9omjzd4AaABAg","manchurian candiddate 😂😂😂😂😂😂😂😂",NA
"4237 UgwLD1eJvdOfsgkNg_p4AaABAg","医療を壊したってバイデン言った？英語苦手だからよくわからんけどトランプもそうだね壊したね！って言ってた？よく分からないな。
日本ではゴルフの話題ばかりニュースで流れてる😮",NA
"4260 Ugz5Oi8j6ZSh1NKr30V4AaABAg","Yep",NA
"4261 UgyUI60QaVBX_XXLMPV4AaABAg","He is so twisted.",NA
"4265 UgyO8d4pLr0XwuRRlzJ4AaABAg","Omg pitiful.",NA
"4298 UgwMdQ5VAXEnFBHDnf54AaABAg","I pity you all in the USA if this is your choice,tragic,and sad too",NA
"4318 Ugwb1B6qwiMx8hC0lSJ4AaABAg","Isrealies. HAWAIINS! WHAT ARE WE DOING",NA
"4324 Ugw-xGOTxwvZOu6uEKl4AaABAg","Again, you're not the father! Lol",NA
"4330 UgxOC1pqXQ8HxqtbLm14AaABAg","SAD",NA
"4345 UgxjkXltNVQLZEoP27R4AaABAg","牛逼啊。有问题就甩锅，煽动情绪",NA
"4371 Ugzx88VG25telqirwf14AaABAg","YES",NA
"4381 UgxuNSQWaViTmsC6kCx4AaABAg","Yer the sucker!",NA
"4383 Ugydh4T3wyKDT08Ejcx4AaABAg","私と子供たち3人共にトランプ支持者です。
日本の地から応援してきました。これからも応援しています🐵🐵🐵🐵🌈",NA
"4385 UgzGPzeMBav5Pk0DoTh4AaABAg","Menengo hhh utek✅️",NA
"4394 UgxhU6poFDSK-AAqYA14AaABAg","✅️🏥",NA
"4398 Ugz0FhgjoLwfvxTWIM14AaABAg","In masok akal jho byden❤",NA
"4399 UgyClQFr9cR0h9eYb9l4AaABAg","🙋🙋🙋",NA
"4400 UgxraHusxGffCVaV-xN4AaABAg","57:30",NA
"4406 UgxOTy5YLFTIJYoTcV54AaABAg","🎉",NA
"4413 Ugwv6gv9ofrET34rq3F4AaABAg","This is dull",NA
"4426 UgzXjWSuzamBEW1_3Td4AaABAg","They compete over who is the worst!!
How ironic...",NA
"4431 UgwN7OTtjq65chbi69Z4AaABAg","Biden😮",NA
"4461 UgzrR_HdwDNCxbeG8rV4AaABAg","How did we get here with these two 🤦🏻‍♀️",NA
"4463 UgyiYz0SQ2Y9_yhZUZB4AaABAg","Я в шоке..",NA
"4501 UgwqhqXSrnJwKNdxPzx4AaABAg","FJB",NA
"4513 UgzjZQTK0K8SFRYQkQh4AaABAg","1:09:21
Illeagal ALIENS???????",NA
"4526 UgzaU4V_OvI-KIcs14p4AaABAg","😒vs😮",NA
"4529 UgyKcgi5zk8yDemWM014AaABAg","Смешно😂",NA
"4537 UgwyEvBObiqykJnhaJN4AaABAg","Can I chat with you here",NA
"4538 Ugy4rdzqcjeeEq7Di0d4AaABAg","Hello I am here how are you",NA
"4549 UgzWfxCImuyGDa5-U0p4AaABAg","Granny vs Annoying orange",NA
"4554 UgyxNribzLF0X7yt_sx4AaABAg","we are cooked🙁",NA
"4558 UgzTt81u64SHcaBwG4R4AaABAg","Trump🎉🎉🎉🎉",NA
"4565 UgwalC20I24DgRHBRrx4AaABAg","Exclunde Hugary the EU",NA
"4570 Ugz38nmlyBP3Ac0vO014AaABAg","😅😅😅😅",NA
"4576 Ugx_T1SsYYW0iAoBagx4AaABAg","Unreal",NA
"4578 UgxP6OazxcsRGPdc5Hp4AaABAg","plague or kolera",NA
"4579 UgycmmgG-M3TigqhXEx4AaABAg","Lareki bunder seng beres auu😂",NA
"4580 UgzYk8L9BtZxZ2tYJyN4AaABAg","Seng masok akal❤",NA
"4583 Ugwn35K-pFLCAeZjU5x4AaABAg","Klambi lanah ison bain😢",NA
"4584 Ugx05t8t7IwbVyQYxDp4AaABAg","Lorong kok",NA
"4585 Ugyum3zT3psbREIlsY14AaABAg","Sampek coklat korep biadeh ndane seng sadar😢",NA
"4587 UgzyG-9xoTXo3OgpFSB4AaABAg","Meri ngetem😂",NA
"4591 UgxQK8Kk3T3_8kKaaz94AaABAg","TRUMP❤",NA
"4617 UgxcvdR5Ys2Lu1wceLl4AaABAg","中国人可以评论吗😂😂",NA
"4627 Ugxqi5-r1X-9pe8UlA14AaABAg","Usa is a fentanyl zombie",NA
"4661 UgzWcKhFrz4uljJULgZ4AaABAg","1:00:25",NA
"4676 UgwvKVr3iguglbkkLNB4AaABAg","They both do not use toilet paper?",NA
"4694 UgwS6axbPEpQWsKFUyl4AaABAg","From where  this  .😂😂😂😂😂😂😂😂😂😂😵",NA
"4698 UgzrvwQeFGw7uIdmX3J4AaABAg","In indonesia nang sarap rokok ojok narkoba jare❤",NA
"4701 Ugzy5mmyGpTmmR8ht5J4AaABAg","Wes ta bush❤",NA
"4705 UgxUtIH0UbKhbqQQLjl4AaABAg","\"\"The idea\"\"😂",NA
"4709 Ugyy5RcZqRkqooGTMc14AaABAg","W H E R E  I S  H U N T E R ?
W H E R E  I S  H U N T E R ?
*W H E R E  I S  H U N T E R ?*",NA
"4710 Ugw_CHoNzLG0Zd-6f7V4AaABAg","☻️",NA
"4721 UgzLYA-R-0Y0Qm-155B4AaABAg","Ngisin2 iku teknik api2 apik mbalik maning❤",NA
"4722 Ugww75dBD1QmMli-9c54AaABAg","1.11.26 👏👏👏",NA
"4725 UgzCzPCUyCJ3YzHGNZd4AaABAg","Mane ngedep2 koyo hitler 1st us jaya❤",NA
"4727 Ugy1F5TCUN7QkgTrBB54AaABAg","قناة اليهود الذين والمذيعين يهود",NA
"4733 Ugy3CzeVpnx19SzAcul4AaABAg","Jogetan hee bermuda😂",NA
"4739 Ugw_t5hbbHVotCaS_5R4AaABAg","Yo digdaya tukang jarah teko oser dll❤",NA
"4750 UgyeICC2A8inMAuN0vp4AaABAg","RFK JR 2024 🇺🇸🇺🇸",NA
"4755 UgzZANo08uk9BA3yM3t4AaABAg","FCNN.  FMSNBC",NA
"4763 UgwHyjR_KLK3DNZVOAB4AaABAg","Agent Tapper",NA
"4764 UgxTUShfe4Ya32kEvlV4AaABAg","Agent Tapper",NA
"4770 Ugy2JSMBtQmGpWI3IIV4AaABAg","川普：🤔😏😤🤨
拜登：😔😔😟😬
拜登真的太老了，演講辯論的力氣都沒有，反應也慢了一些，他應該待在公園中陪伴小孩吃冰淇淋😢😢",NA
"4781 Ugzu4dnPpoH6w_bDMx94AaABAg","Us teck wes❤",NA
"4787 UgzBMkxNHoVjhj0_D_14AaABAg","1:10:27 💀",NA
"4792 UgzF_AcGJDFghvMaiQp4AaABAg","2024 freakshow",NA
"4795 UgyB-K4B2M1eAFrgp1p4AaABAg","Asik in amuke wong banyuwangi kek❤",NA
"4796 UgwMmzBQetUxcfl-6OJ4AaABAg","Bomm bain heng ndue wes ojok digu paham madep makelar😂",NA
"4800 UgwUAk8uO_IcZMTSuft4AaABAg","🏥🤯",NA
"4801 Ugz55fBJs0jN5rS-C_J4AaABAg","❤",NA
"4802 UgzkItXqd60VHxOT5qB4AaABAg","Ksatria non blok nang ndi mau mosok onok ksatria masiti❤😂",NA
"4803 UgzbDDUH9IYlePm6N1p4AaABAg","Ojok digu kelas berat logis kroso ziang ❤",NA
"4804 Ugzqhar2NFklbAFEMNZ4AaABAg","Pscmen mlebu2 mosok siku❤",NA
"4805 UgxtAEuSfFI4qLfG1Q54AaABAg","Kerat marine😮",NA
"4806 Ugyv-X99OQFy0cIFMSd4AaABAg","😮",NA
"4807 Ugzv-2uDHnUaLe4JCSB4AaABAg","Koyo wawasene mulo😮",NA
"4808 UgzCb5pZNkCUfsRlY_d4AaABAg",">😂😅🥲",NA
"4809 UgxjXk09svH3kfRWa-d4AaABAg","Awas pacmen siku hiro ngimpi kuda2 sengade gk onok❤😂",NA
"4810 Ugwb32oRSVZHmuGQTgl4AaABAg","1th digu yo barang kan wes kelas berat kok cekel❤",NA
"4813 UgwkmAVCxVIqyI08x5B4AaABAg","🥊👍",NA
"4814 UgwBtFwfcVATs9zVxx54AaABAg","Ketemu maning mereng ketep dll❤",NA
"4815 UgzfT9IWYdYDAA2RGOV4AaABAg","Arane muslim❤",NA
"4817 Ugz9fCMAUAeAwf4Mf8d4AaABAg","Wes mbayang❤",NA
"4818 UgxkX9WEjEoaSVMQmkJ4AaABAg","❤",NA
"4819 UgySV9owVj194on98Wx4AaABAg","❤",NA
"4820 UgyIs1xEsGZML6xC2mx4AaABAg","❤",NA
"4821 UgxNig5sogAl-2pWlJZ4AaABAg","Silver",NA
"4823 Ugx4s2QkugwE4Tok7UV4AaABAg","Barang terusane nyoto biadeg it❤.",NA
"4825 Ugygv5HloyRZAeHwY7p4AaABAg","Aidi pp Ki 😂eropia yee",NA
"4827 UgwY_-KU9bmQan-X54l4AaABAg","Kok tukang jemper yudi❤",NA
"4828 Ugzb6iesSJW5Kz_F0rd4AaABAg","Eropa memang lareku kok bugatti lewat❤",NA
"4833 Ugzrj0WCi4nYRLTMROF4AaABAg","☻️",NA
"4837 Ugy8C2yZpAwD6x8lU4h4AaABAg","🏥🌍✅️😁",NA
"4838 Ugz6mwnMaWBUt8maF3d4AaABAg","Ketemune nang bali turism iku wangi hiro tok badeg asing dll❤",NA
"4839 UgzHjboQ6KCS__VDtsN4AaABAg","Lusuh buru sadar yoro❤",NA
"4849 UgwhhuyloCg-c4Gdxex4AaABAg","Wes us yo wes iku tok bush tulien ta wasalam imam mahdi☻️",NA
"4851 UgzHLu3eMAQOqTOWD6B4AaABAg","Nang konok perang mosok ❤",NA
"4854 UgwhYAbk0EbkwanPrdR4AaABAg","It q❤😂",NA
"4855 UgwATUgP6Q87mChB_oF4AaABAg","Mane pidato❤",NA
"4856 UgyQily9SZqghOE_msJ4AaABAg","Ison❤",NA
"4857 UgzIh5B7QOOux8U_VdJ4AaABAg","Acake trump❤",NA
"4858 UgzqpP8reko-7ADzKoN4AaABAg","Ngotek apik siro digu☻️",NA
"4859 UgyGc38hmHw4VqEjWJ94AaABAg","Lareki anu lare sak pandangan dewek di dewk pinter tambai☻️",NA
"4878 UgyARvJHvsLSz87_zM14AaABAg","Sad",NA
"4899 UgyKnDSwGTtQOyQjTst4AaABAg","El presidente tiene la capacidad para estar dos periodos mas.",NA
"4905 UgyYlHJMFW1mDy-cIUp4AaABAg","MACIE   MOWIC    DO   LUDU   A NIE  SIE  OCENIAC  !!FERST!!!!!!!!RZADA   NORMLNY   JESZCZE  PRZED   UZYCIEM     WASZEGO   NARKOTYKU!!!! !!!   !ZNOWU     ZRE   ZABIERA  CZAS  CO  MOZE DAC   NIE  ROZUME  AMERYKA????",NA
"4915 Ugy3N4he9SX5115LJVZ4AaABAg","😅",NA
"4918 UgxyCV2Ax-QvLUxyS0x4AaABAg","NIE    DOPUSZCZALNE   NIE     SPRAWDZENIE       TESTEM!      NARODY     SIE   UPOMINAJA!!!!!NIE    PRYWATNE   UKLADY            MAMONY    TA!!K   STOI      AMERYKA!!!!!!!!! OT CO ? RZADAMY!!!!!??JEZDZIL !!DO  LEKARZA   W NY   GDY  NAPISALAM   SWIATLO  WSTRET   PO NARKOTYKACH",NA
"4923 UgwapBASgfWM3MiqCzx4AaABAg","可惜我没有投票权，不然我一定给特朗普投一票，这哥们太逗了",NA
"4932 UgzdJQE19a5Txl0PUK14AaABAg","It's over. We are done.",NA
"4940 Ugx5dGyPLFHk78xe_Vt4AaABAg","Smoked.",NA
"4944 UgwEkm5CBe9W1Jt7TEp4AaABAg","Both of them are too Old and they should not greedy",NA
"4964 Ugxtzl98OWtr_3wi0LB4AaABAg","😂",NA
"4965 UgzLn-q5hvI5k6JGJ_N4AaABAg","👀",NA
"4974 UgxmOTwfiLcPN7HWYx54AaABAg","21:22

21:33

22:45

26:26

1:05:26",NA
"4978 UgzyvwCrko25rFP3rdV4AaABAg","hearsay",NA
"4987 UgwEZDUQp6MbcSxH63t4AaABAg","TRUMP❤",NA
"5005 UgxsPpU8A4r7mRlEh7V4AaABAg","bidden is an a mbaŕrasmènt",NA
"5011 Ugw8mK4mNIu7nhHLv554AaABAg","😅",NA
"5018 Ugz9H6NCoCvXX-mNDEB4AaABAg","Donny is the man.",NA
"5027 Ugy5WN1P1gc6g_NxIE54AaABAg","32:00 ha",NA
"5034 Ugyrpnhq45KbwYHK_jx4AaABAg","Rfk",NA
"5054 UgwB0zjLUMcpZkt8WnF4AaABAg","😂😂😂made my day awesome",NA
"5059 UgwSSy16kGMbwcDI5yt4AaABAg","Ok",NA
"5061 UgxjmY6Eq4yTk4ICA_d4AaABAg","Trump2024❤❤❤",NA
"5065 Ugz6DZ9jjuIhTh8DG0x4AaABAg","🎉🎉🎉",NA
"5067 UgzZ70xGFsk0TZBCpIR4AaABAg","البدرى مسعد احمد مصطفى ‏‪0:20‬‏",NA
"5073 Ugz1QATFLpFQthmbZGB4AaABAg","Di ipat bush q iki kok kok anak q❤",NA
"5074 UgxUfLr4WLtZJGXF1eF4AaABAg","Mboh hiro mikiri mosok he trump😂😶‍🌫️✅️",NA
"5076 UgyjRyq5y0F9SwauYb14AaABAg","Wes ison digu iki kok kan siap❤",NA
"5078 UgxtzDQJL4fXwH7n7Ol4AaABAg","😂😂😂☻️",NA
"5086 UgyBOwWd4eEmERowc0F4AaABAg","It's so wonderful",NA
"5092 Ugxhx8gjI__dWIQLeUF4AaABAg","😂",NA
"5117 UgxTtWhC8c-cX73NUit4AaABAg","Wasalam❤",NA
"5118 Ugyt391SI31wlvpRedN4AaABAg","Mereng kabeh sadeng❤",NA
"5119 UgxS2TnZypiaXLark6h4AaABAg","Diewarah ali cs q ❤",NA
"5120 UgyM1IXV1bNP9VAZOjV4AaABAg","Kelas berat iku q🥊",NA
"5124 UgxCMVHDzKLsOgdp7SV4AaABAg","Tubolens fins✅️☻️🏥us🌍💛",NA
"5127 UgzMc-EOoaQDiWz6nrd4AaABAg","Sarap☻️🌍💛",NA
"5131 UgxY9uvw-GptcexlZ_94AaABAg","☻️🌍🏥✅️",NA
"5141 Ugy5sZNhk4BaWvFv1uV4AaABAg","Wow",NA
"5152 UgzQhHGVGt9VqQPUBg14AaABAg","😊",NA
"5166 UgzxbnkrYtUQSMjzpSt4AaABAg","..",NA
"5167 UgzEY3-g_v8sVX77CQh4AaABAg","➕️  .",NA
"5170 UgxHTFwYZsW-Mh66z0x4AaABAg","Koh gu[yon sopok siap kono lw bug ori jajalen in caacuration in jerman teknologys❤",NA
"5175 UgwjQ7A92gKbRwI6JRh4AaABAg","Nawi paen2 us☻️",NA
"5176 UgyqoSavUbvb5CmbHAF4AaABAg","Amuke wong banyuwangi ❤",NA
"5177 UgzKB0I2hCHz93hs8_F4AaABAg","Mane rodok❤",NA
"5210 UgxF-Yub5-_Rh7YsHYZ4AaABAg","24:15 😭😭",NA
"5215 UgxlILhlukm-5_4FMQ14AaABAg","\"\"I skibidi with\"\" ☠️",NA
"5218 UgySUlD1-X8chahZFwR4AaABAg","Top",NA
"5220 UgyC98hmHA-BtcmMixB4AaABAg","Im edging on that",NA
"5221 UgzCa8ayOqD5DCRKErl4AaABAg","He was the 1st to  not yake a salary",NA
"5224 UgwOljp_YdKh-LaS9WV4AaABAg","RFK Jr. 2024! 🙌🏽🇺🇸",NA
"5226 UgwUCDF8uv74xicuGpl4AaABAg","0:55 \"\"cowanker\"\" lol",NA
"5250 Ugx6dNk6xsPpJ62FpjN4AaABAg","\"\"oh and by the way...\"\"",NA
"5251 UgzN_igvmg8P0Z5KkbZ4AaABAg","😊😅",NA
"5256 Ugy29p7fuVRamBFRoZp4AaABAg","Kesehatan wes💧🏥✅️🌍",NA
"5257 UgxEUZ8afT6TfYaFBc94AaABAg","Byden batle❤",NA
"5264 Ugwvht2UE8Tq6nSGr-p4AaABAg","Endane seng dipikir engko ison bain kari wedi wes✅️💧🌍🏥",NA
"5265 Ugwmi5-JN-kBaJMfc3Z4AaABAg","Ojok aneh mosok tni❤",NA
"5285 Ugya4dFLHfM5iQ7t2Od4AaABAg","#FREE_FREE_PALESTINE",NA
"5322 UgwY2jkjSbZ9Vee0USB4AaABAg","Trump!♥️♥️♥️♥️",NA
"5330 UgynLb-7Sgz6y5UfN0l4AaABAg","21:32",NA
"5367 UgzUYej9CDIhWGuVYhV4AaABAg","😦",NA
"5383 UgxGNT8n5V1XC1Pu_ZV4AaABAg","я конечно знала что Байден в возрасте, но голос у него еще старше...",NA
"5388 Ugwt5wK6nmzYWeUy8Kp4AaABAg","У них хотя есть дебаты...",NA
"5389 Ugzn17f0hD5_PwwaE7J4AaABAg","11:54 i skibidi wizz💀💀",NA
"5410 UgzZ81HB23m834FLuA14AaABAg","21:30 😭😭",NA
"5411 UgzFRc71uAgYuqPm3X14AaABAg","#TEAMTRUMP",NA
"5424 UgxEvuCK42-369-02Gd4AaABAg","登子哥太难了哈哈哈哈",NA
"5436 UgyDrXp5RwMIS-yjYwp4AaABAg","this is thew worst HAHA",NA
"5438 UgxrJfUnRAmaI7eYmDF4AaABAg","'I skibidi with'",NA
"5442 UgzSrzcmkf45JaerwzF4AaABAg","\"\"And by the way\"\"....😂😂😂😂😂",NA
"5444 Ugyu7_8mvS_oYtFcjTd4AaABAg","He's a lie",NA
"5465 UgzRqRlRbSxeC70KkGB4AaABAg","Idiocracy was a prophecy.",NA
"5476 UgxlZlJACh88BSkj-Pt4AaABAg","And by the way...",NA
"5489 UgyetERjj-6WilcQ0h94AaABAg","skibidi",NA
"5493 UgyHfgMtddipWIZsloB4AaABAg","#1 & #2 😂",NA
"5494 UgzFj2HHd-YEN67rnJZ4AaABAg","56:34 he cut the kids in half!😮",NA
"5499 Ugy3Yz0ZD6YRxwaQ8CR4AaABAg","MFS..
🇵🇸✊️",NA
"5512 Ugx6S4et6XxjJOIx2z94AaABAg","we where lied too f coved",NA
"5514 UgyCvTr1GeEeje_wdOJ4AaABAg","जय महाराष्ट्र 🚩🚩🚩",NA
"5517 Ugz-OBKqZ4UAwuRRNRt4AaABAg","Release the hostages",NA
"5521 UgzqFqByfHTve_Eu-et4AaABAg","Hahahaha",NA
"5525 UgwocFBXN9S1wElh2R14AaABAg","11:52 skibidi",NA
"5532 Ugz5PqBUxCdqtBm0hxF4AaABAg","Bye den",NA
"5552 UgyLSADX6TU8-YNxU-p4AaABAg","Сказать про Путина, что он военный преступник... 

При этом политика США уничтожая многие народы с 1945 года по сегодняшний день выглядит крайне ЛИЦЕМЕРНО",NA
"5588 Ugw2QdlCUFfD9e5yRBh4AaABAg","28:00",NA
"5601 UgxW4XXrHvslQr5n4y54AaABAg","Grenjeng😂",NA
"5616 Ugz_p7Re4fIljjxOZi14AaABAg","Kitap tapak iku🖐",NA
"5619 Ugz3D0wXD4s0sl56Kod4AaABAg","Onok kok dingin yoro ngelu dll❤",NA
"5620 UgzNKSnDyfRzwYmt9ah4AaABAg","Iku sopo den😂",NA
"5622 UgwZLDHPxt-zLnLe8wd4AaABAg","🎉",NA
"5627 UgyxwzXx-iFGAWI6XB54AaABAg","Scam",NA
"5632 UgyIFocdv0DwbPiq1p94AaABAg","No",NA
"5634 UgwERm0cGF6fgLDTR_t4AaABAg","Tdrriblx",NA
"5635 Ugx2ofZr4o8mcTInA7x4AaABAg","Welp…",NA
"5640 UgxDKHOC11y1-wU3gJJ4AaABAg","Bradle its no lir",NA
"5644 Ugzk77GgiuIohPnoSw94AaABAg","Короче, просто нужно Байдена высадить в несколлких кварталах от белого дома и если он самостоятелтно найдет дорогу то возможно не все потерено, хотя я сомневаюсь",NA
"5651 UgzoNAWRJij1n-YycVt4AaABAg","Snip❤",NA
"5652 Ugzi9kxqH62mbIvIyAx4AaABAg","Wayange yudi hee cak yudi madep fbi marine perang tok dll❤",NA
"5654 UgzxlMYTU5j6mxuQRup4AaABAg","мдаааааааааааааааа,привет из России,как вам приколюхи с клюквой о нашей стране)))))ааххахааха",NA
"5656 UgwndyrHBl-Lohc1haR4AaABAg","❤",NA
"5657 UgyAs4GRHO-CE65av6R4AaABAg","Look❤",NA
"5658 UgzoeBDGLbzmWpSpZYV4AaABAg","Gerilya cepet bwi❤",NA
"5659 Ugz3PV32iHW6c7sjYRV4AaABAg","Sonic 1st bwi lare dll❤",NA
"5660 UgymORu9Z0tXnl9IKGR4AaABAg","Mane rame dokon bwi dll❤😂",NA
"5661 UgwIR_yn9JT0Sm6gQ014AaABAg","Sawi bwi wes ta💧",NA
"5674 UgyI6y6Yx9Wmsj1CEF14AaABAg","Barang sadar kesatria non blog❤😂",NA
"5682 UgyXZ1kNxcQ3wdbNOvd4AaABAg","Dapat 2 iku ngaku❤",NA
"5684 UgwIIaFcz17mWC4Qrw94AaABAg","Hengkenal it😂",NA
"5685 Ugylhl45sBixAkABOTt4AaABAg","Teline lahh siap2e❤",NA
"5687 UgyHKzJVqau5zs-ly8h4AaABAg","Wes🥊paran",NA
"5691 UgxvR-z-5Yhy5knvqzJ4AaABAg","Bara no no koh😂",NA
"5692 UgwEeyb0FVp9NNHgSQt4AaABAg","Raine muncong wes😢",NA
"5696 UgwhCRJZzA2eUq600M14AaABAg","☻️🌍",NA
"5704 UgylCKYFnQUuWrxEtLR4AaABAg","Wes 🖐☻️",NA
"5706 UgxwG0mQjjZVEllHyA14AaABAg","Biasa bush tulien ta latihan❤nawi",NA
"5707 UgyMnRpa8OJHQot6PNN4AaABAg","Nawi digu maning pinter kadang pembual kadang dll ❤😂",NA
"5710 UgxIt8efEIfycmieuLV4AaABAg","In❤",NA
"5711 Ugx7Ppjjqkt4PPrrgMN4AaABAg","=😂🌍☻️",NA
"5712 Ugx7t9I0dNvWqzEUhwB4AaABAg","Ngerti benar h!!❤",NA
"5713 UgzOkanLGhB2LMLt9A54AaABAg","Ngerti hemm❤",NA
"5717 UgxatOCINFnBrwqsnWF4AaABAg","11:54 \"\"I skibidi rizz\"\"  Bro...💀💀💀",NA
"5724 UgwZDhWgCpyF3zRBrHd4AaABAg","Nang mata koh who❤",NA
"5725 Ugy2UFJn1ZjFnPj3ePx4AaABAg","Who adem kok❤",NA
"5726 UgxEOFdJVm5p2OVYZ8V4AaABAg","Lareki buku eropia no hitler❤",NA
"5728 UgxXDGkrIlR3Ui9JKMJ4AaABAg","Marine iku koh ada pengaruh❤",NA
"5729 UgzZltzUSBRkO41JQEl4AaABAg","Demen nang byden q ngewates yoiku demi us hre trump❤",NA
"5730 Ugw-eOmd_XrnTZnTbzZ4AaABAg","Amuke wong banyuwangi rr❤",NA
"5731 UgztxiSEFzvKocSFgpd4AaABAg","Yo sirok ison biasae pengalaman ono bain mangkane nantang❤",NA
"5732 Ugyd8Z4IKe3nEjbrjux4AaABAg","Hengusah nantang aju lookk work🌍☻️",NA
"5735 Ugx9XLEs-V9rXIVk-FB4AaABAg","Engko kesel lokk trump😮",NA
"5736 UgxCJCXzl0CMOcdbNDR4AaABAg","Yo gedi q mosok mortir damai klendi tp❤",NA
"5737 UgwigmYOvHPxrwfl34V4AaABAg","❤",NA
"5738 Ugym0YGP3_yK7EgNtO94AaABAg","GO CHIEFS!!!!!!!!!",NA
"5748 UgxrnW0n3bfmqYKUsmN4AaABAg","These guys are the aliens from the Simpsons",NA
"5757 UgwRffBe4LkUhoDUM4F4AaABAg","You trvyhe fill o the pesitt😊",NA
"5759 UgwToUxsBCt36rlSdxV4AaABAg","“There’s motion between us” 💸💎🥶",NA
"5762 UgzfsJigFN-4pumlyyB4AaABAg","I skibidi with",NA
